,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7030,de Bordeaux / Marie-Anne,45.53340913,-73.57065707,,,,,,,,,,,,,,,,,,,,,1510.0,,,
6141,de Bordeaux / Rachel,45.532270000000004,-73.56828,,,,,,,,,,,,1902.0,,,,,1617.0,,1460.5,1480.0,1606.6666666666667,,,
6100,Mackay / de Maisonneuve,45.496590000000005,-73.57851,458.0,128.0,189.0,,,,231.5,195.0,217.30769230769232,204.5,389.6666666666667,205.66666666666666,227.1764705882353,243.4857142857143,248.3125,224.11764705882354,188.16666666666666,229.013698630137,195.0,266.9310344827586,211.45454545454547,217.0,210.25,193.0
6064,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507,1376.0,,,,,,4256.0,,161.0,2038.0,,1055.0,927.5,1447.5,483.5,963.2,,1220.3333333333333,1952.3333333333333,256.75,166.5,529.6666666666666,96.33333333333333,476.0
6730,35e avenue / Beaubien,45.570081,-73.573047,,,,,,,,,,,,,,,,,,,,,,,,
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421376,-73.55155975,,,,,,,,,,,,,,,,,2253.3333333333335,2483.0,,,,2247.0,,
6108,Logan / Fullum,45.52844869,-73.551085,,,,,,,,,,,,,,,,,,1296.0,1807.0,,,,,
6114,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199,,,,,,,,,,998.0,1230.0,2203.0,991.5,1068.0,1277.0,1240.0,941.0833333333334,1011.7142857142857,1182.2,986.5,799.5,,,
6223,du Mont-Royal / du Parc,45.516999999999996,-73.589,,,,,,,,,,677.0,725.0,1059.3333333333333,770.0,905.0,1194.0,,675.5,729.5,815.3333333333334,1165.5,,,,
6233,Bernard / Jeanne-Mance,45.52428648,-73.60497326,,,,,,,,,,,,,1503.0,,,,,1278.4666666666667,1161.0,,,1612.0,,1424.0
6043,Square Victoria (Viger / du Square-Victoria),45.50206,-73.56295,,,,,,,392.0,,446.125,447.25,,762.0,430.125,431.6666666666667,520.3333333333334,437.85714285714283,365.5,445.1666666666667,516.0,,,,,
6041,St-Jacques / Gauvin,45.500674,-73.561082,561.0,,,,,,,,506.4,544.0,362.0,593.0,430.0,,,1080.0,457.5,648.5,500.0,487.6,494.0,362.0,,957.0
6397,Marché Maisonneuve,45.55321884,-73.53978217,,,,,,,,,,,,,,,,,,,,,,,,
6007,de l'Hôtel-de-Ville / Ste-Catherine,45.51167258,-73.56204182,,,,,,,,614.0,630.0,,,559.0,544.0,,,705.0,607.0,644.2727272727273,597.9285714285714,503.5,553.8,663.0,,
6073,de Maisonneuve / Aylmer,45.50501,-73.57069,,,,,,,,186.5,313.625,281.6,,279.42857142857144,271.7142857142857,265.7142857142857,255.75,222.16666666666666,273.2857142857143,239.6875,248.88888888888889,211.5,219.0,127.0,198.5,178.5
