,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7030,de Bordeaux / Marie-Anne,45.53340913,-73.57065707,,,,,,,,,,,,,,,,,,,,,,,,
6141,de Bordeaux / Rachel,45.532270000000004,-73.56828,,2253.5,,,,,,,,,,,,,,,,,1606.0,,,,1921.0,
6100,Mackay / de Maisonneuve,45.496590000000005,-73.57851,189.0,,4051.3333333333335,,405.0,,99.0,,1812.0,619.8,1914.5,205.5,1083.4,786.7,883.0,679.5714285714286,921.4,526.9230769230769,1001.875,412.4,1167.8695652173913,942.75,989.0,400.5
6064,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507,233.0,229.0,301.0,233.0,,,,215.57142857142858,207.0,1067.857142857143,254.28571428571428,169.0,208.1875,304.6,255.1,226.0,476.90909090909093,374.6111111111111,429.25,236.28571428571428,208.25,177.5,357.4,157.66666666666666
6730,35e avenue / Beaubien,45.570081,-73.573047,,,,,,,,,,,,,,,,,,,,,,,,
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421376,-73.55155975,,,,,,,,,,,,,,,,,,,,,,,,
6108,Logan / Fullum,45.52844869,-73.551085,,,1560.5,,,,,,,,,,,,,,,,1275.5,,,1365.0,,
6114,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199,1197.0,,,,,,,,,1600.0,,3740.0,,1108.0,1538.75,1246.0,1301.5,1394.0,2635.5,,1293.0,1258.5,1161.0,
6223,du Mont-Royal / du Parc,45.516999999999996,-73.589,,,,,,,,,,1216.0,,,1088.0,1278.0,1263.0,1239.0,934.0,,1360.0,,,1103.0,,
6233,Bernard / Jeanne-Mance,45.52428648,-73.60497326,,,,,,,,,,,,,,,,1445.5,,,,,1739.0,1927.0,,
6043,Square Victoria (Viger / du Square-Victoria),45.50206,-73.56295,,,,,,,,,,,531.0,,522.0,,1707.0,,,789.0,,,,,,
6041,St-Jacques / Gauvin,45.500674,-73.561082,,611.0,809.6666666666666,,,,,,,,784.0,750.0,731.5,528.5,580.0,771.5,1048.0,547.0,,,604.125,635.0,518.6666666666666,736.0
6397,Marché Maisonneuve,45.55321884,-73.53978217,,,,,,,,,,,,,,,,,,,,1682.0,,,,
6007,de l'Hôtel-de-Ville / Ste-Catherine,45.51167258,-73.56204182,,622.5,,,,,,,,,,,,,2236.5,660.0,1489.5,838.0,930.0,877.0,,,,
6073,de Maisonneuve / Aylmer,45.50501,-73.57069,406.8,426.6666666666667,420.0,,,,,,254.0,500.6666666666667,353.85714285714283,408.8,655.375,471.3333333333333,416.62068965517244,398.55555555555554,484.29411764705884,609.0666666666667,440.77777777777777,465.57142857142856,396.5,914.8181818181819,749.6666666666666,358.3333333333333
6027,de Maisonneuve / Mansfield (ouest),45.50205386,-73.57346535,1240.0,,,,,,,,263.0,228.5,578.0,315.0,251.5,284.75,397.375,296.625,382.5,1041.6,295.7142857142857,268.0,1009.0,285.0,294.3333333333333,
6107,St-Mathieu /Ste-Catherine,45.493718,-73.57918599999999,,137.33333333333334,163.5,,269.0,,,,,,,147.0,111.0,129.5,,152.8,197.66666666666666,232.83333333333334,517.75,394.4,246.5,224.75,1746.0,171.0
6137,Gauthier / Papineau,45.529692600000004,-73.56740087,,,,,,,,,,,,1366.0,,,1746.0,,1412.5,1591.0,,,,,,
6138,Gauthier / de Lorimier,45.53167355,-73.56541336,,,,,,,,,,,,,,,,,,,,,,,,
6095,Chomedey / de Maisonneuve,45.49180028,-73.58400643,314.2857142857143,222.6,420.25,246.5,253.0,176.0,238.0,740.3333333333334,338.0,317.5,241.5,229.66666666666666,272.7391304347826,400.3478260869565,360.6923076923077,322.5,350.94444444444446,299.8,464.85714285714283,427.2608695652174,385.0,336.1111111111111,251.75,528.3
6005,de la Cathédrale / René-Lévesque,45.49923715,-73.56944203,520.0,779.0,,,,,,354.0,,477.0,,,413.0,,435.0,363.5,354.0,,,,,,,
6072,Metcalfe / de Maisonneuve,45.50171495,-73.57413054,,227.0,,,,,,,,219.0,,293.5,302.5,,311.1818181818182,289.0,279.6666666666667,265.75,193.0,295.8,268.5,,241.5,
6012,Métro St-Laurent (de Maisonneuve / St-Laurent),45.510659999999994,-73.56497,567.0,502.5,573.5,,,,,,,667.0,874.0,980.9166666666666,1321.6,1583.909090909091,742.0,701.6666666666666,716.3,760.75,818.1111111111111,907.4,887.2,1142.2,686.8888888888889,966.5
6710,Georges-Baril / Fleury,45.55837563,-73.65884408,,,,,,,,,,,,,,,,,,,,,,,,
