,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7030,de Bordeaux / Marie-Anne,45.53340913,-73.57065707,,,,,,,,,,,,,,,,,,,,,,,,
6141,de Bordeaux / Rachel,45.532270000000004,-73.56828,1151.0,,,,,,,,,,,,,,1025.0,,1623.0,,,,,,,
6100,Mackay / de Maisonneuve,45.496590000000005,-73.57851,,,,,,,,,,,,,,,,,,,,,,,,
6064,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507,,,,,,,,,,2025.0,,,,,,,,,,,,,,
6730,35e avenue / Beaubien,45.570081,-73.573047,,,,,,,,,,,,,,,,,,,1619.0,826.0,,,1092.0,959.0
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421376,-73.55155975,,,1730.0,1307.5,,,,,,,,1383.0,682.4,1044.0,571.0,2172.0,1563.6666666666667,685.0,1104.6666666666667,665.0,455.0,832.0,2361.0,
6108,Logan / Fullum,45.52844869,-73.551085,,,,,,,,,,,,1229.5,,,,,791.0,,,,,,,
6114,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199,,,,,,,,,,,,924.0,1761.6666666666667,1679.0,1591.0,1620.75,1098.0,1584.0,1364.0,,1324.5,,,
6223,du Mont-Royal / du Parc,45.516999999999996,-73.589,,,,,,,,,,,,,,,,,,,,,,,,
6233,Bernard / Jeanne-Mance,45.52428648,-73.60497326,,,,,,,,,,,,,,,,,,,,,,,,
6043,Square Victoria (Viger / du Square-Victoria),45.50206,-73.56295,,,,,,,,,,,,,,,,,,,,,,,,
6041,St-Jacques / Gauvin,45.500674,-73.561082,,,,,,,,,,,,,,,,,,,,,,,,
6397,Marché Maisonneuve,45.55321884,-73.53978217,326.6,315.25,,,241.0,,,,,375.625,374.8,338.55555555555554,348.1111111111111,396.73333333333335,741.1666666666666,336.6666666666667,407.22222222222223,367.8181818181818,526.5,317.0,368.6,469.5,285.54545454545456,319.9
