,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7030,de Bordeaux / Marie-Anne,45.53340913,-73.57065707,,,,,,,,,,,,,,,,1807.0,,,,,,1964.0,,
6141,de Bordeaux / Rachel,45.532270000000004,-73.56828,,,,,,,,,,,,,,,,,,1483.6666666666667,2004.5,,2088.5,,,
6100,Mackay / de Maisonneuve,45.496590000000005,-73.57851,761.5,1194.0,,110.0,,,126.0,,560.5,739.6666666666666,208.0,632.4,911.375,849.5,381.4,574.6,619.6666666666666,344.05882352941177,1796.909090909091,979.7,451.57142857142856,712.875,706.4285714285714,765.8
6064,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507,,305.0,811.0,1333.0,,216.42857142857142,180.93333333333334,197.4,198.0,199.89473684210526,210.57142857142858,217.26315789473685,203.29166666666666,203.10526315789474,224.47619047619048,313.0,208.91666666666666,213.85714285714286,190.5,249.25,193.55555555555554,295.5,199.0,278.3333333333333
6730,35e avenue / Beaubien,45.570081,-73.573047,,,,,,,,,,,,,,,,,,,,,,,,
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421376,-73.55155975,,,,,,,,,,,,,,,,,,2491.0,,,,,2509.0,
6108,Logan / Fullum,45.52844869,-73.551085,,,,,,,,,,,,,,,1218.0,,,,1137.0,,,1371.0,,
6114,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199,1008.0,,,,,,,,,,991.0,,1274.0,1170.0,991.0,1838.5,,,1335.0,1304.25,1203.75,,1637.3333333333333,1149.0
6223,du Mont-Royal / du Parc,45.516999999999996,-73.589,,,,,,,,,,,,,,,,979.0,1088.0,1173.0,1129.0,1228.5,1092.0,996.0,,
6233,Bernard / Jeanne-Mance,45.52428648,-73.60497326,,,,,,,,,,,,,,1353.0,,,1248.0,1920.0,1220.0,,1819.0,,1129.0,
6043,Square Victoria (Viger / du Square-Victoria),45.50206,-73.56295,710.0,,,,,482.57142857142856,488.0,557.0,629.4444444444445,697.3076923076923,703.5,554.0,,522.0,775.3333333333334,,1126.0,604.5,,632.6666666666666,,505.0,,
6041,St-Jacques / Gauvin,45.500674,-73.561082,,353.0,772.0,1012.5,,,,694.0,712.3333333333334,645.5,,,696.3333333333334,,674.3333333333334,763.0,633.5,731.1666666666666,684.25,474.0,586.0,629.6666666666666,697.5,997.0
6397,Marché Maisonneuve,45.55321884,-73.53978217,,,,,,,,,,,,,,2058.5,,,1934.0,2031.5,,,,,,
6007,de l'Hôtel-de-Ville / Ste-Catherine,45.51167258,-73.56204182,,805.5,,,,,,,820.6666666666666,,,5509.0,616.0,957.0,817.0,1763.0,860.3333333333334,694.5,862.0,1290.0,646.75,831.0,934.0,
6073,de Maisonneuve / Aylmer,45.50501,-73.57069,,,,,,,,383.3333333333333,373.94117647058823,374.22222222222223,424.42857142857144,447.7142857142857,457.8,428.9166666666667,398.3333333333333,447.55555555555554,396.8181818181818,428.42857142857144,438.15384615384613,509.4,469.75,507.8333333333333,536.8888888888889,371.0
6027,de Maisonneuve / Mansfield (ouest),45.50205386,-73.57346535,,,,,,,,,280.06666666666666,254.57692307692307,270.06666666666666,272.0,279.0,291.1,284.6,287.85714285714283,340.2,280.8421052631579,368.14285714285717,400.0,312.3333333333333,200.0,349.0,210.0
6107,St-Mathieu /Ste-Catherine,45.493718,-73.57918599999999,157.5,167.0,140.0,,,169.0,,,,,190.0,257.0,777.0,291.3,228.0,266.3333333333333,196.25,314.6363636363636,229.8,402.0,748.5,121.0,161.0,162.66666666666666
6137,Gauthier / Papineau,45.529692600000004,-73.56740087,,,,,,,,,,,,,,,,,1040.0,1341.5,1647.5,,1619.0,,,
6138,Gauthier / de Lorimier,45.53167355,-73.56541336,,,,,,,,,,,,,,,,,,,,2173.0,1442.0,,,
