,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7030,de Bordeaux / Marie-Anne,45.53340913,-73.57065707,,,,,,,,,,,,,,,,,,,,,,,1457.0,
6141,de Bordeaux / Rachel,45.532270000000004,-73.56828,,,,,,,,,,,,,,,,,1438.0,1712.8,,,1285.0,1345.0,,
6100,Mackay / de Maisonneuve,45.496590000000005,-73.57851,209.0,259.0,,,,170.0,,146.0,195.15,195.5,292.3333333333333,215.41666666666666,209.6551724137931,303.93333333333334,206.3125,240.54545454545453,248.44444444444446,231.96,204.82051282051282,214.5151515151515,334.0,227.5,270.8181818181818,216.5
6064,Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507,1190.0,2785.0,,,,,810.0,,430.0,148.0,1741.0,2408.0,950.5,1646.0,987.0,2337.4,349.5,193.2,1996.5714285714287,1180.5,1405.1,511.3333333333333,1064.5,92.5
6730,35e avenue / Beaubien,45.570081,-73.573047,,,,,,,,,,,,,,,,,,,,,,,,
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421376,-73.55155975,,,,,,,,,,,,,,,2017.0,,,2121.0,,,,1961.5,2781.0,
6108,Logan / Fullum,45.52844869,-73.551085,,,,,,,,,,,,,,,,,,,,,,,,
6114,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199,761.0,,,,,,,1167.0,,,,,1258.5,908.0,939.75,865.0,1111.6,1153.2857142857142,995.0,962.5,1312.0,,1541.0,967.0
6223,du Mont-Royal / du Parc,45.516999999999996,-73.589,,841.0,,,,,,,692.0,,760.5,816.0,,985.0,,693.0,,1058.25,872.0,818.5,,,1246.5,
6233,Bernard / Jeanne-Mance,45.52428648,-73.60497326,,,,,,,,,,,,,,1390.0,,,1277.4,1341.4444444444443,1979.0,1483.5,,,,
6043,Square Victoria (Viger / du Square-Victoria),45.50206,-73.56295,,,,,,,,,434.8,460.0,470.0,492.5,784.0,630.8571428571429,,430.0,340.0,424.0,594.0,,293.0,,,
6041,St-Jacques / Gauvin,45.500674,-73.561082,,,725.0,,,,,,418.0,459.3333333333333,813.0,489.0,569.0,543.5,625.5,,418.0,454.0,,,,,,
6397,Marché Maisonneuve,45.55321884,-73.53978217,,,,,,,,,,,,,,,,2592.0,,,,,,,,
6007,de l'Hôtel-de-Ville / Ste-Catherine,45.51167258,-73.56204182,,421.5,,562.0,,,,476.0,,,,555.0,516.5,475.0,811.5,,,686.0,571.5833333333334,582.8,538.5,,730.375,818.0
6073,de Maisonneuve / Aylmer,45.50501,-73.57069,,,,,,,,,248.14285714285714,284.25,474.3333333333333,224.375,263.22222222222223,287.2857142857143,297.14285714285717,295.2,368.0,257.15384615384613,235.33333333333334,951.5,341.0,529.6666666666666,195.0,168.0
6027,de Maisonneuve / Mansfield (ouest),45.50205386,-73.57346535,,,,,,,,,106.33333333333333,80.0,663.0,,,92.5,1542.0,223.0,127.0,98.5,114.0,116.5,301.0,,1741.6666666666667,
6107,St-Mathieu /Ste-Catherine,45.493718,-73.57918599999999,323.0,334.5,214.0,,,,,482.0,353.5,370.5,282.5,310.6666666666667,382.6923076923077,367.22222222222223,382.0,503.75,321.25,455.75,464.47058823529414,398.1666666666667,444.375,443.8,658.5,720.0
6137,Gauthier / Papineau,45.529692600000004,-73.56740087,,2743.0,,,,,,,,,,,1315.0,,1504.0,2262.0,1235.25,1105.6666666666667,,1236.0,,1436.0,1176.0,
